vin,msrp,dealer's price,price,make,model,year,transmission,mileage,dealer name,dealer address,lat,lng
1C4JJXR68NW107870,"$70,055 ","$75,888 ","$75,888 ",Jeep,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway, Houston, TX 77024",29.7856569,-95.4695896
1C4JJXR65NW158825,"$73,055 ","$77,888 ","$77,888 ",Jeep,Wrangler,2022,8-Speed Automatic Overdrive,0 miles,Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway, Houston, TX 77024",29.7856569,-95.4695896
5TFKB5AA2NX012284,"$38,878 ","$38,878 ","$38,878 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFKB5AA4NX012271,"$38,878 ","$38,878 ","$38,878 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFKB5AB8NX011732,"$42,220 ","$42,220 ","$42,220 ",Toyota,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway, Katy, TX 77450",29.7835556,-95.7420479
5TFKB5DB1NX038833,"$45,101 ","$45,101 ","$45,101 ",Toyota,Tundra,2022,Automatic,---,Mike Calvert Toyota,"2333 South Loop West, Houston, TX 77054",29.6761391,-95.4140206
5TFKB5DB8NX039381,"$46,719 ","$46,719 ","$46,719 ",Toyota,Tundra,2022,Automatic,7 miles,Fred Haas Toyota Country,"22435 State Highway 249, Houston, TX 77070",30.0067283,-95.5887247
5TFLA5AA6NX012876,"$47,381 ","$47,381 ","$47,381 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5AB8NX007963,"$47,976 ","$47,976 ","$47,976 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5BC3NX001849,"$48,905 ","$48,905 ","$48,905 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFLA5AB5NX013171,"$48,906 ","$50,401 ","$50,401 ",Toyota,Tundra,2022,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway, Richmond, TX 77469",29.5586332,-95.6946978
5TFLA5AB1NX012082,"$48,957 ","$48,957 ","$48,957 ",Toyota,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway, Katy, TX 77450",29.7835556,-95.7420479
5TFLA5BC7NX001966,"$48,984 ","$48,984 ","$48,984 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5AB2NX012852,"$49,036 ","$49,036 ","$49,036 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5AB3NX111468,"$48,957 ","$48,957 ","$49,194 ",Toyota,Tundra,2022,Automatic,1 miles,Family Toyota of Arlington,"1661 Wet N Wild Way, Arlington, TX 76011",32.7612421,-97.0858991
5TFLA5BC2NX001972,"$49,409 ","$49,409 ","$49,409 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5AB0NX011859,"$51,566 ","$53,061 ","$53,061 ",Toyota,Tundra,2022,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway, Richmond, TX 77469",29.5586332,-95.6946978
5TFLA5EC3NX007307,"$51,910 ","$51,910 ","$51,910 ",Toyota,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway, Katy, TX 77450",29.7835556,-95.7420479
5TFLA5DA3NX035933,"$50,451 ","$51,946 ","$51,946 ",Toyota,Tundra,2022,,5 miles,Sterling Mccall Toyota,"9400 Southwest Freeway, Houston, TX 77074",29.6787228,-95.5395719
5TFLA5AB8NX012144,"$52,044 ","$52,044 ","$52,044 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5ABXNX010962,"$52,044 ","$52,044 ","$52,044 ",Toyota,Tundra,2022,Automatic,19 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5DBXNX039387,"$52,471 ","$52,471 ","$52,471 ",Toyota,Tundra,2022,Automatic,5 miles,Fred Haas Toyota World,"20400 Interstate 45, Spring, TX 77373",30.0605658,-95.4310959
5TFLA5AB1NX011014,"$55,733 ","$55,733 ","$55,733 ",Toyota,Tundra,2022,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway, Houston, TX 77079",29.7871044,-95.5947165
5TFLA5DB5NX038549,"$56,014 ","$56,014 ","$56,014 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFLA5DB1NX038189,"$56,114 ","$56,114 ","$56,114 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFLA5DB1NX041562,"$56,114 ","$56,114 ","$56,114 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFJA5DB6NX037854,"$57,556 ","$57,556 ","$57,556 ",Toyota,Tundra,2022,Automatic,7 miles,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFJA5DB5NX039949,"$65,378 ","$65,378 ","$65,378 ",Toyota,Tundra,2022,Automatic,---,Toyota of Katy,"21555 Katy Freeway, Katy, TX 77450",29.7835556,-95.7420479
5TFLA5AB1NX012938,"$58,970 ","$58,970 ","$58,970 ",Toyota,Tundra,2022,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway, Houston, TX 77079",29.7871044,-95.5947165
5TFJC5AB0NX001141,"$58,640 ","$58,640 ","$59,075 ",Toyota,Tundra,2022,Automatic,0 miles,Toyota of Laredo,"6324 Bob Bullock Loop, Laredo, TX 78041",27.5561385,-99.4501652
5TFJA5EC3NX008111,"$59,218 ","$60,713 ","$60,713 ",Toyota,Tundra,2022,Automatic,5 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway, Richmond, TX 77469",29.5586332,-95.6946978
5TFJC5AB2NX001125,"$59,233 ","$59,233 ","$59,233 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFJC5DB8NX004686,"$60,242 ","$60,242 ","$60,242 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFJA5DB5NX014601,"$59,949 ","$59,949 ","$60,384 ",Toyota,Tundra,2022,Automatic,5 miles,"Powell Watson Motors, Inc.","6301 Arena Blvd, Laredo, TX 78041",27.5570758,-99.4491939
5TFMA5AB2NX006201,"$62,052 ","$62,052 ","$62,052 ",Toyota,Tundra,2022,Automatic,"4,359 miles",Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFNA5ABXNX011988,"$62,325 ","$62,325 ","$62,325 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFLA5ABXNX011111,"$66,645 ","$66,645 ","$66,645 ",Toyota,Tundra,2022,Automatic,---,Don McGill Toyota of Houston,"11800 Katy Freeway, Houston, TX 77079",29.7871044,-95.5947165
5TFMA5DB1NX036740,"$67,771 ","$67,771 ","$67,771 ",Toyota,Tundra,2022,Automatic,---,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFPC5DB5NX004915,"$68,600 ","$68,600 ","$68,600 ",Toyota,Tundra,2022,Automatic,5 miles,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFMA5DB6NX034823,"$67,253 ","$68,748 ","$68,748 ",Toyota,Tundra,2022,Automatic,10 miles,Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway, Richmond, TX 77469",29.5586332,-95.6946978
5TFVC5DB5NX002511,"$78,001 ","$78,001 ","$78,001 ",Toyota,Tundra,2022,Automatic,6 miles,Gullo Toyota of Conroe,"500 I-45 South, Conroe, TX 77304",30.3009349,-95.4686477
5TFVC5DB8NX002583,"$78,426 ","$78,426 ","$78,426 ",Toyota,Tundra,2022,Automatic,---,Mike Calvert Toyota,"2333 South Loop West, Houston, TX 77054",29.6761391,-95.4140206
5TFLA5DB1NX019691,Not Provided,"$78,990 ","$78,990 ",Toyota,Tundra,2022,Automatic,248 miles,Mike Calvert Toyota,"2333 South Loop West, Houston, TX 77054",29.6761391,-95.4140206
