Unnamed: 0,Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Stock number:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,Delivery:,Price + Delivery:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Stock #:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
174,Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4HJXEN8NW190678,F0779,"$55,390",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sahara 4WD,,,,,,,,,,,,,,,,,
175,Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Brown (D5x9),,1C4HJXFN0NW240603,52812261,"$55,465",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Rubicon 4WD,,,,,,,,,,,,,,,,,
176,Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4HJXDG3NW277889,NW277889,"$55,705",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",,,,,,,,,,,,,,,,,,
177,Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4HJXDG8NW203657,53881944,"$55,760",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035",High Tide 4WD,,,,,,,,,,,,,,,,,
178,Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Blue (Clx9),,1C4HJXEG8NW248225,54698998,"$55,760",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,,,,
179,Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Gray (Clx9),,1C4HJXEG1NW248227,54699000,"$55,760",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,,,,
180,Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,,1C4HJXFN1NW242795,NW242795,"$56,140",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",Rubicon 4WD,,,,,,,,,,,,,,,,,
181,Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,3 mi,1C4HJXFN9NW242818,NW242818,"$56,145",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",Rubicon 4WD,,,,,,,,,,,,,,,,,
182,Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,7 mi,1C4HJXFN3NW242815,NW242815,"$56,145",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",Rubicon 4WD,,,,,,,,,,,,,,,,,
183,Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4HJXFN7NW242817,NW242817,"$56,145",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",Rubicon 4WD,,,,,,,,,,,,,,,,,
184,Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,,1C4HJXDG3NW204246,F0713,"$56,255",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",,,,,,,,,,,,,,,,,,
185,Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4HJXDG3NW209849,F0663,"$56,285",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",,,,,,,,,,,,,,,,,,
186,Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,,1C4HJXDG3NW209852,F0684,"$56,285",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sport S 4WD,,,,,,,,,,,,,,,,,
0,,Wrangler,,,,,15 miles,1C4JJXR61NW152861,,"$68,218",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331",,"$67,935",$283,"$68,218","$67,935","Lamesa, TX
279 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW152861,New,,
1,,Wrangler,,,,,---,1C4JJXR64NW108322,,"$69,920",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",,"$69,920",,,"$69,920","Prosper, TX
35 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW108322,New,,
2,,Wrangler,,,,,---,1C4JJXR66NW214819,,"$68,539",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$68,090",$448,"$68,539","$70,225","Lake Charles, LA
294 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW214819,New,,
3,,Wrangler,,,,,3 miles,1C4JJXR6XNW108101,,"$68,700",Pegasus CDJR,"305 South Interstate Highway 45 Ennis, TX 75119",,"$68,700",,,"$68,700","Ennis, TX
43 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,R220239,New,,
4,,Wrangler,,,,,---,1C4JJXR6XNW239562,,"$68,736",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$68,287",$448,"$68,736","$70,445","Lake Charles, LA
294 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW239562,New,,
5,,Wrangler,,,,,---,1C4JJXR6XNW245653,,"$68,894",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$68,445",$448,"$68,894","$70,620","Lake Charles, LA
294 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW245653,New,,
6,,Wrangler,,,,,---,1C4JJXR6XNW233776,,"$70,401",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$69,952",$448,"$70,401","$72,295","Lake Charles, LA
294 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW233776,New,,
7,,Wrangler,,,,,---,1C4JJXR62NW270773,,"$70,475",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",,"$70,475",,,"$70,475","Arlington, TX
7 mi away",8-Speed Automatic,Bright White Clearcoat,White (Alx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,53076948,New,,
8,,Wrangler,,,,,---,1C4JJXR61NW274197,,"$70,870",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",,"$70,870",,,"$70,870","Arlington, TX
7 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Gray (Alx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,53076950,New,,
9,,Wrangler,,,,,---,1C4JJXR69NW249709,,"$71,631",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$71,182",$448,"$71,631","$73,660","Lake Charles, LA
294 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW249709,New,,
10,,Wrangler,,,,,---,1C4JJXR64NW158590,,"$72,266",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$71,817",$448,"$72,266","$74,365","Lake Charles, LA
294 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW158590,New,,
11,,Wrangler,,,,,---,1C4JJXR68NW245652,,"$72,800",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$72,351",$448,"$72,800","$74,960","Lake Charles, LA
294 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW245652,New,,
12,,Wrangler,,,,,0 miles,1C4JJXP62NW205277,,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,,,Not Provided,"Waxahachie, TX
28 mi away",,Gray (Granite Crystal Metallic Clear-Coat Exterior Paint),,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,,New,,
13,,Wrangler,,,,,0 miles,1C4JJXP65NW227967,,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,,,Not Provided,"Waxahachie, TX
28 mi away",,Black Clear-Coat Exterior Paint,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,,New,,
14,,Wrangler,,,,,0 miles,1C4JJXP66NW197989,,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,,,Not Provided,"Waxahachie, TX
28 mi away",,Sting-Gray Clear-Coat Exterior Paint,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,,New,,
15,,Wrangler,,,,,0 miles,1C4JJXP61NW227951,,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,,,Not Provided,"Waxahachie, TX
28 mi away",,Black Clear-Coat Exterior Paint,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,,New,,
16,,Wrangler,,,,,5 miles,1C4JJXP67NW249324,,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,,,"$62,460","Lewisville, TX
21 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,22WG1396,New,,
17,,Wrangler,,,,,5 miles,1C4JJXP65NW249323,,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,,,"$62,460","Lewisville, TX
21 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,22WG1397,New,,
18,,Wrangler,,,,,5 miles,1C4JJXP60NW231487,,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,,,"$61,170","Lewisville, TX
21 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,22WG1526,New,,
19,,Wrangler,,,,,5 miles,1C4JJXP69NW231486,,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,,,"$61,170","Lewisville, TX
21 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,22WG1546,New,,
20,,Wrangler,,,,,5 miles,1C4JJXP65NW207637,,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,,,"$61,070","Lewisville, TX
21 mi away",8-Speed Automatic,Bright White Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,22WG1547,New,,
21,,Wrangler,,,,,---,1C4JJXP69NW178174,,4WD,Uptown Chrysler Dodge Jeep Ram Fiat,"2800 W Mockingbird Ln Dallas, TX 75235",,No Price Listed,,,"$62,565","Dallas, TX
18 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,NW178174,New,,
22,,Wrangler,,,,,---,1C4JJXP66NW124959,,4WD,Huffines Chrysler Jeep Dodge Ram Plano,"4500 W Plano Pkwy Plano, TX 75093",,No Price Listed,,,"$66,145","Plano, TX
27 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,22J0275,New,,
23,,Tundra,,,,,13 miles,5TFKB5AA2NX012107,,"$40,869",Four Stars Toyota,"2600 E Broadway St Altus, OK 73521",,"$40,869",Free,"$40,869","$40,869","Altus, OK
179 mi away",Automatic,White,Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,348 hp 3.5L V6,4X2,Gasoline,NX012107,New,Crew Cab,
24,,Tundra,,,,,5 miles,5TFLA5AB9NX008331,,"$47,511",Pat Lobb Toyota of McKinney,"3350 S Central Expy Mckinney, TX 75070",,"$47,511",,,"$47,511","Mckinney, TX
40 mi away",Automatic,Celestial Silver Metallic,Silver (Boulder),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,33508261Z,New,Large Crew Cab,
25,,Tundra,,,,,6 miles,5TFLA5BC2NX001986,,"$47,892",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$47,892",,,"$47,892","Weatherford, TX
32 mi away",Automatic,White,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX001986,New,Large Crew Cab,
26,,Tundra,,,,,1 miles,5TFLA5AB3NX111468,,"$48,957",Family Toyota of Arlington,"1661 Wet N Wild Way Arlington, TX 76011",,"$48,957",,,"$48,957","Arlington, TX
4 mi away",Automatic,Army Green,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,B11A468,New,Large Crew Cab,
27,,Tundra,,,,,0 miles,5TFLA5AB3NX012214,,"$50,073",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$50,073",,,"$48,957","Grapevine, TX
13 mi away",Automatic,Midnight Black,Black (BOULDER),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX012214,New,Large Crew Cab,
28,,Tundra,,,,,0 miles,5TFLA5AB3NX012830,,"$50,073",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$50,073",,,"$48,957","Grapevine, TX
13 mi away",Automatic,White,BLACK FABRIC,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX012830,New,Large Crew Cab,
29,,Tundra,,,,,13 miles,5TFLA5EC0NX007782,,"$50,312",Sport City Toyota,"12650 Lyndon B Johnson Fwy Dallas, TX 75228",,"$50,312",,,"$50,312","Dallas, TX
29 mi away",Automatic,Magnetic Gray Metallic,Gray (Boulder Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX007782,New,Large Crew Cab,
30,,Tundra,,,,,5 miles,5TFLA5AB3NX009930,,"$51,376",Pat Lobb Toyota of McKinney,"3350 S Central Expy Mckinney, TX 75070",,"$51,376",,,"$51,376","Mckinney, TX
40 mi away",Automatic,Magnetic Gray Metallic,Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,33508261Z,New,Large Crew Cab,
31,,Tundra,,,,,6 miles,5TFLA5DB4NX040258,,"$51,957",Shottenkirk Toyota Granbury,"5100 East US Hwy 377 Granbury, TX 76049",,"$51,957",,,"$51,957","Granbury, TX
38 mi away",Automatic,Black,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX040258,New,Large Crew Cab,
32,,Tundra,,,,,6 miles,5TFLA5DB0NX039494,,"$51,957",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$51,957",,,"$51,957","Weatherford, TX
32 mi away",Automatic,Gray,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX039494,New,Large Crew Cab,
33,,Tundra,,,,,6 miles,5TFLA5DB7NX039427,,"$51,957",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$51,957",,,"$51,957","Weatherford, TX
32 mi away",Automatic,Silver,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX039427,New,Large Crew Cab,
34,,Tundra,,,,,6 miles,5TFLA5AB5NX012196,,"$51,965",Shottenkirk Toyota Granbury,"5100 East US Hwy 377 Granbury, TX 76049",,"$51,965",,,"$51,965","Granbury, TX
38 mi away",Automatic,Gray,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX012196,New,Large Crew Cab,
35,,Tundra,,,,,0 miles,5TFLA5DB7NX035412,,"$53,073",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$53,073",,,"$51,957","Grapevine, TX
13 mi away",Automatic,Midnight Black,Black,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX035412,New,Large Crew Cab,
36,,Tundra,,,,,0 miles,5TFLA5DB6NX038463,,"$56,847",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$56,847",,,"$55,731","Grapevine, TX
13 mi away",Automatic,White,White (BOULDER),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX038463,New,Large Crew Cab,
37,,Tundra,,,,,6 miles,5TFJA5DB2NX039049,,"$57,936",Shottenkirk Toyota Granbury,"5100 East US Hwy 377 Granbury, TX 76049",,"$57,936",,,"$57,936","Granbury, TX
38 mi away",Automatic,White,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX039049,New,Large Crew Cab,
38,,Tundra,,,,,6 miles,5TFJA5DB9NX038318,,"$60,281",Shottenkirk Toyota Granbury,"5100 East US Hwy 377 Granbury, TX 76049",,"$60,281",,,"$60,281","Granbury, TX
38 mi away",Automatic,Brown,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX038318,New,Large Crew Cab,
39,,Tundra,,,,,6 miles,5TFJA5DB6NX040415,,"$61,248",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$61,248",,,"$61,248","Weatherford, TX
32 mi away",Automatic,Red,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX040415,New,Large Crew Cab,
40,,Tundra,,,,,0 miles,5TFMA5AB2NX011222,,"$62,845",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$62,845",,,"$61,729","Grapevine, TX
13 mi away",Automatic,Celestial Silver,Brown (SADDLE TAN),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX011222,New,Large Crew Cab,
41,,Tundra,,,,,0 miles,5TFMA5EC8NX21A301,,"$65,281",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$65,281",,,"$64,165","Grapevine, TX
13 mi away",Automatic,Magnetic Gray,Gray (CREAM LEATHER),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX21A301,New,Large Crew Cab,
42,,Tundra,,,,,6 miles,5TFMA5EC4NX007336,,"$66,042",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$66,042",,,"$66,042","Weatherford, TX
32 mi away",Automatic,White,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX007336,New,Large Crew Cab,
43,,Tundra,,,,,0 miles,5TFMA5DB0NX039001,,"$68,343",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$68,343",,,"$67,227","Grapevine, TX
13 mi away",Automatic,Celestial Silver,Silver (CREAM),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX039001,New,Large Crew Cab,
44,,Tundra,,,,,0 miles,5TFMA5DB1NX040884,,"$68,768",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$68,768",,,"$67,652","Grapevine, TX
13 mi away",Automatic,WHITE.PEA,CREAM LEATHER,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,NX040884,New,Large Crew Cab,
45,,Tundra,,,,,6 miles,5TFVC5DB1NX003705,,"$77,922",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$77,922",,,"$77,922","Weatherford, TX
32 mi away",Automatic,Gray,,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,NX003705,New,Large Crew Cab,
46,,Tundra,,,,,5 miles,5TFVC5DB7NX003594,,"$78,347",Lone Star Toyota of Lewisville,"1547 S. Stemmons Frwy. Lewisville, TX 75067",,"$78,347",,,"$78,347","Lewisville, TX
20 mi away",Automatic,White (CHILL),,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,NX003597,New,Large Crew Cab,
47,,Tundra,,,,,3 miles,5TFLA5AB1NX011210,,RWD,Toyota of Richardson,"1221 N Central Expressway Richardson, TX 75080",,No Price Listed,,,Not Provided,"Richardson, TX
28 mi away",,Blueprint,Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX011210,New,Large Crew Cab,
48,,Tundra,,,,,25 miles,5TFLA5AB3NX011693,,RWD,Toyota of Richardson,"1221 N Central Expressway Richardson, TX 75080",,No Price Listed,,,Not Provided,"Richardson, TX
28 mi away",,Blueprint,Gray,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX011693,New,Large Crew Cab,
49,,Tundra,,,,,---,5TFLA5AA2NX011787,,RWD,South Toyota,"39660 Lyndon B Johnson Fwy Dallas, TX 75237",,No Price Listed,,,Not Provided,"Dallas, TX
19 mi away",Automatic,Midnight Black,Black (Blk Fabric),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,NX011787,New,Crew Cab,
50,,Bronco,,,,,0 miles,1FMEE5DP8NLB35076,,"$32,225",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,"$32,020",$205,"$32,225",Not Provided,"Cleveland, TX
206 mi away",Automatic,CACTUS GRAY,STONE/BLACK,,,310 hp 2.7L V6,,Gasoline,F11676,New,,
51,,Bronco,,,,,0 miles,1FMDE5BH9NLB12171,,"$40,675",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,"$40,470",$205,"$40,675",Not Provided,"Cleveland, TX
206 mi away",,Blue (AREA 51),GRAY/BLACK,,,270 hp 2.3L I4,,Gasoline,F11583,New,,
52,,Bronco,,,,,0 miles,1FMDE5BH9NLB13062,,"$42,220",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,"$42,015",$205,"$42,220",Not Provided,"Cleveland, TX
206 mi away",,Blue (AREA 51),GRAY/BLACK,,,270 hp 2.3L I4,,Gasoline,F11684,New,,
53,,Bronco,,,,,0 miles,1FMDE5CP1NLB31612,,"$44,700",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,"$44,495",$205,"$44,700",Not Provided,"Cleveland, TX
206 mi away",Automatic,CYBER ORANGE,VINYL BLACK,,,310 hp 2.7L V6,,Gasoline,F11678,New,,
54,,Bronco,,,,,10 miles,1FMDE5BH2NLB33377,,"$46,520",Griffith Ford San Marcos,"2661 N Interstate 35 San Marcos, TX 78666",,"$46,520",,,"$46,520","San Marcos, TX
46 mi away",,Blue (Area 51),Blue (SV),,,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,33377N,New,,
55,,Bronco,,,,,10 miles,1FMDE5BH4NLA82318,,"$63,162","J.O. Williams Motors, Inc.","419 E Broadway Ave. Gladewater, TX 75647",,"$62,955",$206,"$63,162","$52,955","Gladewater, TX
297 mi away",Automatic,Velocity Blue Metallic,Blue (Roast),"20 MPG City
21 MPG Highway
20 MPG Combined",,270 hp 2.3L I4,Four-Wheel Drive,Gasoline,22T219,New,,
56,,Bronco,,,,,10 miles,1FMEE5DP6NLB31740,,"$54,270",Griffith Ford San Marcos,"2661 N Interstate 35 San Marcos, TX 78666",,"$54,270",,,"$54,270","San Marcos, TX
46 mi away",,Shadow Black,Black (PV),"19 MPG City
20 MPG Highway
19 MPG Combined",,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,31740N,New,,
57,,Bronco,,,,,10 miles,1FMEE5DP4NLB25337,,"$54,920",Griffith Ford San Marcos,"2661 N Interstate 35 San Marcos, TX 78666",,"$54,920",,,"$54,920","San Marcos, TX
46 mi away",,Shadow Black,Black (RV),,,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,25337N,New,,
58,,Bronco,,,,,10 miles,1FMEE5DP3NLB09887,,"$55,725",Griffith Ford San Marcos,"2661 N Interstate 35 San Marcos, TX 78666",,"$55,725",,,"$55,725","San Marcos, TX
46 mi away",,Iconic Silver Metallic,Silver (2V),,,310 hp 2.7L V6,Four-Wheel Drive,Gasoline,09887N,New,,
59,,Bronco,,,,,3 miles,1FMEE5DP4NLB30943,,"$56,795",DeMontrond Ford,"3944 US 59 S Cleveland, TX 77328",,"$56,590",$205,"$56,795",Not Provided,"Cleveland, TX
206 mi away",Automatic,VELOCITY BLUE,Blue (SANDSTONE),,,310 hp 2.7L V6,,Gasoline,F11665,New,,
